,MovieID,Title,Genres,Release Year
208,209,White Man's Burden,Drama,1995
209,210,Wild Bill,Western,1995
210,211,The Browning Version,Drama,1994
211,212,Bushwhacked,Comedy,1995
212,213,Burnt By the Sun (Utomlyonnye solntsem),Drama,1994
213,214,Before the Rain (Pred dozhdot),Drama,1994
214,215,Before Sunrise,Drama|Romance,1995
215,216,Billy Madison,Comedy,1995
216,217,The Babysitter,Drama|Thriller,1995
217,218,Boys on the Side,Comedy|Drama,1995
218,219,The Cure,Drama,1995
219,220,Castle Freak,Horror,1995
220,222,Circle of Friends,Drama|Romance,1995
221,223,Clerks,Comedy,1994
222,224,Don Juan DeMarco,Comedy|Drama|Romance,1995
223,225,Disclosure,Drama|Thriller,1994
224,226,Dream Man,Thriller,1995
225,227,Drop Zone,Action,1994
226,228,Destiny Turns on the Radio,Comedy,1995
227,229,Death and the Maiden,Drama|Thriller,1994
228,230,Dolores Claiborne,Drama|Thriller,1994
229,231,Dumb & Dumber,Comedy,1994
230,232,Eat Drink Man Woman,Comedy|Drama,1994
231,233,Exotica,Drama,1994
232,234,Exit to Eden,Comedy,1994
233,235,Ed Wood,Comedy|Drama,1994
234,236,French Kiss,Comedy|Romance,1995
235,237,Forget Paris,Comedy|Romance,1995
236,238,Far From Home: The Adventures of Yellow Dog,Adventure|Children's,1995
237,239,A Goofy Movie,Animation|Children's|Comedy|Romance,1995
238,240,Hideaway,Thriller,1995
239,241,Fluke,Children's|Drama,1995
240,242,Farinelli: il castrato,Drama|Musical,1994
241,243,Gordy,Comedy,1995
242,244,Gumby: The Movie,Animation|Children's,1995
243,245,The Glass Shield,Crime|Drama,1994
244,246,Hoop Dreams,Documentary,1994
245,247,Heavenly Creatures,Drama|Fantasy|Romance|Thriller,1994
246,248,Houseguest,Comedy,1994
247,249,Immortal Beloved,Drama|Romance,1994
248,250,Heavyweights,Children's|Comedy,1994
249,251,The Hunted,Action,1995
250,252,I.Q.,Comedy|Romance,1994
251,253,Interview with the Vampire,Drama|Horror,1994
252,254,Jefferson in Paris,Drama,1995
253,255,The Jerky Boys,Comedy,1994
254,256,Junior,Comedy|Sci-Fi,1994
255,257,Just Cause,Mystery|Thriller,1995
256,258,A Kid in King Arthur's Court,Adventure|Children's|Comedy|Fantasy|Romance,1995
257,259,Kiss of Death,Crime|Drama|Thriller,1995
258,260,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,1977
259,261,Little Women,Drama,1994
260,262,A Little Princess,Children's|Drama,1995
261,263,Ladybird Ladybird,Drama,1994
262,264,"Enfer, L'",Drama,1994
263,265,Like Water for Chocolate (Como agua para chocolate),Drama|Romance,1992
264,266,Legends of the Fall,Drama|Romance|War|Western,1994
265,267,Major Payne,Comedy,1994
266,268,Little Odessa,Drama,1994
267,269,My Crazy Life (Mi vida loca),Drama,1993
268,270,Love Affair,Drama|Romance,1994
269,271,Losing Isaiah,Drama,1995
270,272,The Madness of King George,Drama,1994
271,273,Mary Shelley's Frankenstein,Drama|Horror,1994
272,274,Man of the House,Comedy,1995
273,275,Mixed Nuts,Comedy,1994
274,276,Milk Money,Comedy|Romance,1994
275,277,Miracle on 34th Street (1994),Drama,1994
276,278,Miami Rhapsody,Comedy,1995
277,279,My Family,Drama,1995
278,280,Murder in the First,Drama|Thriller,1995
279,281,Nobody's Fool,Drama,1994
280,282,Nell,Drama,1994
281,283,New Jersey Drive,Crime|Drama,1995
282,284,New York Cop,Action|Crime,1996
283,285,Beyond Bedlam,Drama|Horror,1993
284,286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995
285,287,Nina Takes a Lover,Comedy|Romance,1994
286,288,Natural Born Killers,Action|Thriller,1994
287,289,Only You,Comedy|Romance,1994
288,290,Once Were Warriors,Crime|Drama,1994
289,291,Poison Ivy II,Thriller,1995
290,292,Outbreak,Action|Drama|Thriller,1995
291,293,The Professional (a.k.a. Leon: The Professional),Crime|Drama|Romance|Thriller,1994
292,294,The Perez Family,Comedy|Romance,1995
293,295,A Pyromaniac's Love Story,Comedy|Romance,1995
294,296,Pulp Fiction,Crime|Drama,1994
295,297,Panther,Drama,1995
296,298,Pushing Hands,Comedy,1992
297,299,Priest,Drama,1994
298,300,Quiz Show,Drama,1994
299,301,Picture Bride,Drama|Romance,1995
300,302,Queen Margot (La Reine Margot),Drama|Romance,1994
301,303,The Quick and the Dead,Action|Adventure|Western,1995
302,304,Roommates,Comedy|Drama,1995
303,305,Ready to Wear (Pret-A-Porter),Comedy,1994
304,306,Three Colors: Red,Drama,1994
305,307,Three Colors: Blue,Drama,1993
306,308,Three Colors: White,Drama,1994
307,309,"Red Firecracker, Green Firecracker",Drama,1994
308,310,Rent-a-Kid,Comedy,1995
309,311,Relative Fear,Horror|Thriller,1994
310,312,Stuart Saves His Family,Comedy,1995
311,313,The Swan Princess,Animation|Children's,1994
312,314,The Secret of Roan Inish,Drama,1994
313,315,The Specialist,Action,1994
314,316,Stargate,Action|Adventure|Sci-Fi,1994
315,317,The Santa Clause,Children's|Comedy|Fantasy,1994
316,318,The Shawshank Redemption,Drama,1994
317,319,Shallow Grave,Thriller,1994
318,320,Suture,Film-Noir|Thriller,1993
319,321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
320,322,Swimming with Sharks,Comedy|Drama,1995
321,324,The Sum of Us,Comedy,1994
322,325,National Lampoon's Senior Trip,Comedy,1995
323,326,To Live (Huozhe),Drama,1994
324,327,Tank Girl,Action|Comedy|Musical|Sci-Fi,1995
325,328,Tales From the Crypt Presents: Demon Knight,Horror,1995
326,329,Star Trek: Generations,Action|Adventure|Sci-Fi,1994
327,330,Tales from the Hood,Comedy|Horror,1995
328,331,Tom & Viv,Drama,1994
329,332,Village of the Damned (1995),Horror|Sci-Fi,1995
330,333,Tommy Boy,Comedy,1995
331,334,Vanya on 42nd Street,Drama,1994
332,335,The Underneath,Mystery|Thriller,1995
333,336,The Walking Dead,Drama|War,1995
334,337,What's Eating Gilbert Grape,Drama,1993
335,338,Virtuosity,Sci-Fi|Thriller,1995
336,339,While You Were Sleeping,Comedy|Romance,1995
337,340,The War,Adventure|Drama,1994
338,341,Double Happiness,Drama,1994
339,342,Muriel's Wedding,Comedy|Romance,1994
340,343,The Baby-Sitters Club,Children's,1995
341,344,Ace Ventura: Pet Detective,Comedy,1994
342,345,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama,1994
343,346,Backbeat,Drama|Musical,1993
344,347,Bitter Moon,Drama,1992
345,348,Bullets Over Broadway,Comedy,1994
346,349,Clear and Present Danger,Action|Adventure|Thriller,1994
347,350,The Client,Drama|Mystery|Thriller,1994
348,351,"Corrina, Corrina",Comedy|Drama|Romance,1994
349,352,Crooklyn,Comedy,1994
350,353,The Crow,Action|Romance|Thriller,1994
351,354,Cobb,Drama,1994
352,355,The Flintstones,Children's|Comedy,1994
353,356,Forrest Gump,Comedy|Romance|War,1994
354,357,Four Weddings and a Funeral,Comedy|Romance,1994
355,358,Higher Learning,Drama,1995
356,359,I Like It Like That,Comedy|Drama|Romance,1994
357,360,I Love Trouble,Action|Comedy,1994
358,361,It Could Happen to You,Drama|Romance,1994
359,362,The Jungle Book (1994),Adventure|Children's|Romance,1994
360,363,"The Wonderful, Horrible Life of Leni Riefenstahl (Die Macht der Bilder)",Documentary,1993
361,364,The Lion King,Animation|Children's|Musical,1994
362,365,Little Buddha,Drama,1993
363,366,Wes Craven's New Nightmare,Horror,1994
364,367,The Mask,Comedy|Crime|Fantasy,1994
365,368,Maverick,Action|Comedy|Western,1994
366,369,Mrs. Parker and the Vicious Circle,Drama,1994
367,370,Naked Gun 33 1/3: The Final Insult,Comedy,1994
368,371,The Paper,Comedy|Drama,1994
369,372,Reality Bites,Comedy|Drama,1994
370,373,Red Rock West,Thriller,1992
371,374,Richie Rich,Children's|Comedy,1994
372,375,Safe Passage,Drama,1994
373,376,The River Wild,Action|Thriller,1994
374,377,Speed,Action|Romance|Thriller,1994
375,378,Speechless,Comedy|Romance,1994
376,379,Timecop,Action|Sci-Fi,1994
377,380,True Lies,Action|Adventure|Comedy|Romance,1994
378,381,When a Man Loves a Woman,Drama,1994
379,382,Wolf,Drama|Horror,1994
380,383,Wyatt Earp,Western,1994
381,384,Bad Company,Action,1995
382,385,A Man of No Importance,Drama,1994
383,386,S.F.W.,Drama,1994
384,387,A Low Down Dirty Shame,Action|Comedy,1994
385,388,Boys Life,Drama,1995
386,389,"Colonel Chabert, Le",Drama|Romance|War,1994
387,390,Faster Pussycat! Kill! Kill!,Action|Comedy|Drama,1965
388,391,Jason's Lyric,Crime|Drama,1994
389,392,The Secret Adventures of Tom Thumb,Adventure|Children's,1993
390,393,Street Fighter,Action,1994
391,394,Coldblooded,Action,1995
392,395,Desert Winds,Drama,1995
393,396,Fall Time,Drama,1995
394,397,The Fear,Horror,1995
395,398,Frank and Ollie,Documentary,1995
396,399,Girl in the Cadillac,Drama,1995
397,400,Homage,Drama,1995
398,401,Mirage,Action|Thriller,1995
399,402,Open Season,Comedy,1996
400,403,Two Crimes,Comedy|Crime|Drama,1995
401,404,Brother Minister: The Assassination of Malcolm X,Documentary,1994
402,405,Highlander III: The Sorcerer,Action|Sci-Fi,1994
403,406,Federal Hill,Drama,1994
404,407,In the Mouth of Madness,Horror|Thriller,1995
405,408,8 Seconds,Drama,1994
406,409,Above the Rim,Drama,1994
407,410,Addams Family Values,Comedy,1993
408,411,You So Crazy,Comedy,1994
409,412,The Age of Innocence,Drama,1993
410,413,Airheads,Comedy,1994
411,414,The Air Up There,Comedy,1994
412,415,Another Stakeout,Comedy|Thriller,1993
413,416,Bad Girls,Western,1994
414,417,Barcelona,Comedy|Romance,1994
415,418,Being Human,Drama,1993
416,419,The Beverly Hillbillies,Comedy,1993
417,420,Beverly Hills Cop III,Action|Comedy,1994
418,421,Black Beauty,Adventure|Children's,1994
419,422,Blink,Thriller,1994
420,423,Blown Away,Action|Thriller,1994
421,424,Blue Chips,Drama,1994
422,425,Blue Sky,Drama|Romance,1994
423,426,Body Snatchers,Horror|Sci-Fi|Thriller,1993
424,427,Boxing Helena,Mystery|Romance|Thriller,1993
425,428,A Bronx Tale,Drama,1993
426,429,Cabin Boy,Comedy,1994
427,430,Calendar Girl,Drama,1993
428,431,Carlito's Way,Crime|Drama,1993
429,432,City Slickers II: The Legend of Curly's Gold,Comedy|Western,1994
430,433,Clean Slate,Comedy,1994
431,434,Cliffhanger,Action|Adventure|Crime,1993
432,435,Coneheads,Comedy|Sci-Fi,1993
433,436,Color of Night,Drama|Thriller,1994
434,437,Cops and Robbersons,Comedy,1994
435,438,The Cowboy Way,Action|Comedy,1994
436,439,Dangerous Game,Drama,1993
437,440,Dave,Comedy|Romance,1993
438,441,Dazed and Confused,Comedy,1993
439,442,Demolition Man,Action|Sci-Fi,1993
440,443,The Endless Summer 2,Documentary,1994
441,444,Even Cowgirls Get the Blues,Comedy|Romance,1993
442,445,Fatal Instinct,Comedy,1993
443,446,Farewell My Concubine,Drama|Romance,1993
444,447,The Favor,Comedy|Romance,1994
445,448,Fearless,Drama,1993
446,449,Fear of a Black Hat,Comedy,1993
447,450,With Honors,Comedy|Drama,1994
448,451,Flesh and Bone,Drama|Mystery|Romance,1993
449,452,Widows' Peak,Drama,1994
450,453,For Love or Money,Comedy,1993
451,454,The Firm,Drama|Thriller,1993
452,455,Free Willy,Adventure|Children's|Drama,1993
453,456,Fresh,Drama,1994
454,457,The Fugitive,Action|Thriller,1993
455,458,Geronimo: An American Legend,Drama|Western,1993
456,459,The Getaway,Action,1994
457,460,Getting Even with Dad,Comedy,1994
458,461,Go Fish,Drama|Romance,1994
459,462,A Good Man in Africa,Action|Adventure,1994
460,463,Guilty as Sin,Crime|Drama|Thriller,1993
461,464,Hard Target,Action|Adventure|Crime|Thriller,1993
462,465,Heaven & Earth,Action|Drama|War,1993
463,466,Hot Shots! Part Deux,Action|Comedy|War,1993
464,467,Live Nude Girls,Comedy,1995
465,468,"The Englishman Who Went Up a Hill, But Came Down a Mountain",Comedy|Romance,1995
466,469,The House of the Spirits,Drama|Romance,1993
467,470,House Party 3,Comedy,1994
468,471,The Hudsucker Proxy,Comedy|Romance,1994
469,472,I'll Do Anything,Comedy|Drama,1994
470,473,In the Army Now,Comedy|War,1994
471,474,In the Line of Fire,Action|Thriller,1993
472,475,In the Name of the Father,Drama,1993
473,476,The Inkwell,Comedy|Drama,1994
474,477,What's Love Got to Do with It?,Drama,1993
475,478,Jimmy Hollywood,Comedy,1994
476,479,Judgment Night,Action,1993
477,480,Jurassic Park,Action|Adventure|Sci-Fi,1993
478,481,Kalifornia,Drama|Thriller,1993
479,482,Killing Zoe,Thriller,1994
480,483,King of the Hill,Drama,1993
481,484,Lassie,Adventure|Children's,1994
482,485,Last Action Hero,Action|Comedy,1993
483,486,Life with Mikey,Comedy,1993
484,487,Lightning Jack,Comedy|Western,1994
485,488,M. Butterfly,Drama,1993
486,489,Made in America,Comedy,1993
487,490,Malice,Thriller,1993
488,491,The Man Without a Face,Drama,1993
489,492,Manhattan Murder Mystery,Comedy|Mystery,1993
490,493,Menace II Society,Action|Crime|Drama,1993
491,494,Executive Decision,Action|Thriller,1996
492,495,In the Realm of the Senses (Ai no corrida),Drama,1976
493,496,What Happened Was...,Comedy|Drama|Romance,1994
494,497,Much Ado About Nothing,Comedy|Romance,1993
495,498,Mr. Jones,Drama|Romance,1993
496,499,Mr. Wonderful,Comedy|Romance,1993
497,500,Mrs. Doubtfire,Comedy,1993
498,501,Naked,Drama,1993
499,502,The Next Karate Kid,Action|Children's,1994
500,503,The New Age,Drama,1994
501,504,No Escape,Action|Sci-Fi,1994
502,505,North,Comedy,1994
503,506,Orlando,Drama,1993
504,507,A Perfect World,Action|Drama,1993
505,508,Philadelphia,Drama,1993
506,509,The Piano,Drama|Romance,1993
507,510,Poetic Justice,Drama,1993
508,511,The Program,Action|Drama,1993
509,512,Robert A. Heinlein's The Puppet Masters,Horror|Sci-Fi,1994
510,513,Radioland Murders,Comedy|Mystery|Romance,1994
511,514,The Ref,Comedy,1994
512,515,The Remains of the Day,Drama,1993
513,516,Renaissance Man,Comedy|Drama|War,1994
514,517,Rising Sun,Action|Drama|Mystery,1993
515,518,The Road to Wellville,Comedy,1994
516,519,Robocop 3,Sci-Fi|Thriller,1993
517,520,Robin Hood: Men in Tights,Comedy,1993
518,521,Romeo Is Bleeding,Crime|Thriller,1993
519,522,Romper Stomper,Action|Drama,1992
520,523,Ruby in Paradise,Drama,1993
521,524,Rudy,Drama,1993
522,525,The Saint of Fort Washington,Drama,1993
523,526,Les Savage Nights (Nuits fauves),Drama,1992
524,527,Schindler's List,Drama|War,1993
525,528,The Scout,Drama,1994
526,529,Searching for Bobby Fischer,Drama,1993
527,530,Second Best,Drama,1994
528,531,The Secret Garden,Children's|Drama,1993
529,532,Serial Mom,Comedy|Crime|Horror,1994
530,533,The Shadow,Action,1994
531,534,Shadowlands,Drama|Romance,1993
532,535,Short Cuts,Drama,1993
533,536,A Simple Twist of Fate,Drama,1994
534,537,Sirens,Comedy|Drama,1994
535,538,Six Degrees of Separation,Drama,1993
536,539,Sleepless in Seattle,Comedy|Romance,1993
537,540,Sliver,Thriller,1993
538,541,Blade Runner,Film-Noir|Sci-Fi,1982
539,542,Son in Law,Comedy,1993
540,543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
541,544,Striking Distance,Action,1993
542,545,Harlem,Drama,1993
543,546,Super Mario Bros.,Action|Adventure|Children's|Sci-Fi,1993
544,547,Surviving the Game,Action|Adventure|Thriller,1994
545,548,Terminal Velocity,Action,1994
546,549,Thirty-Two Short Films About Glenn Gould,Documentary,1993
547,550,Threesome,Comedy|Romance,1994
548,551,The Nightmare Before Christmas,Children's|Comedy|Musical,1993
549,552,The Three Musketeers,Action|Adventure|Comedy,1993
550,553,Tombstone,Western,1993
551,554,Trial by Jury,Thriller,1994
552,555,True Romance,Action|Crime|Romance,1993
553,556,The War Room,Documentary,1993
554,557,Mamma Roma,Drama,1962
555,558,The Pagemaster,Action|Adventure|Animation|Children's|Fantasy,1994
556,559,"Paris, France",Comedy,1993
557,560,"The Beans of Egypt, Maine",Drama,1994
558,561,Killer (Bulletproof Heart),Thriller,1994
559,562,Welcome to the Dollhouse,Comedy|Drama,1995
560,563,Germinal,Drama,1993
561,564,Chasers,Comedy,1994
562,565,Cronos,Horror,1992
563,566,Naked in New York,Comedy|Romance,1994
564,567,Kika,Drama,1993
565,568,Bhaji on the Beach,Comedy|Drama,1993
566,569,Little Big League,Children's|Comedy,1994
567,570,The Slingshot (Kådisbellan ),Comedy|Drama,1993
568,571,The Wedding Gift,Drama,1994
569,572,Foreign Student,Drama,1994
570,573,"Ciao, Professore! (Io speriamo che me la cavo )",Drama,1993
571,574,Spanking the Monkey,Comedy|Drama,1994
572,575,The Little Rascals,Children's|Comedy,1994
573,576,Fausto,Comedy,1993
574,577,Andre,Adventure|Children's,1994
575,578,The Hour of the Pig,Drama|Mystery,1993
576,579,"Scorta, La",Thriller,1993
577,580,Princess Caraboo,Drama,1994
578,581,The Celluloid Closet,Documentary,1995
579,582,Metisse (Café au Lait),Comedy,1993
580,583,Dear Diary (Caro Diario),Comedy|Drama,1994
581,584,I Don't Want to Talk About It (De eso no se habla),Drama,1993
582,585,The Brady Bunch Movie,Comedy,1995
583,586,Home Alone,Children's|Comedy,1990
584,587,Ghost,Comedy|Romance|Thriller,1990
585,588,Aladdin,Animation|Children's|Comedy|Musical,1992
586,589,Terminator 2: Judgment Day,Action|Sci-Fi|Thriller,1991
587,590,Dances with Wolves,Adventure|Drama|Western,1990
588,591,Tough and Deadly,Action|Drama|Thriller,1995
589,592,Batman,Action|Adventure|Crime|Drama,1989
590,593,The Silence of the Lambs,Drama|Thriller,1991
591,594,Snow White and the Seven Dwarfs,Animation|Children's|Musical,1937
592,595,Beauty and the Beast,Animation|Children's|Musical,1991
593,596,Pinocchio,Animation|Children's,1940
594,597,Pretty Woman,Comedy|Romance,1990
595,598,Window to Paris,Comedy,1994
